t,x,y,z,vx_b,vy_b,vz_b,phi,theta,psi,p,q,r,ax_b,ay_b,az_b,cmd_roll,cmd_pitch,cmd_yaw,cmd_thrust,phase
5.6830,-6.84375,2.71717,0.17300,1.64433,-1.85958,-0.01164,0.044039,-0.059118,-3.050032,-0.066697,-0.035743,-0.012362,36.36832,-28.62378,-3.30910,-0.020963,0.021123,-0.006473,0.264418,hover
5.7036,-6.95141,2.81821,0.17325,1.65542,-1.86885,-0.01279,0.040135,-0.056958,-3.050683,-0.060306,-0.041502,-0.013280,-0.21347,0.13083,-9.73774,-0.017153,0.023638,-0.006838,0.264361,hover
5.7241,-6.95141,2.81821,0.17325,1.65542,-1.86885,-0.01279,0.040135,-0.056958,-3.050683,-0.060306,-0.041502,-0.013280,-0.21347,0.13083,-9.73774,-0.013127,0.026025,-0.007200,0.264361,hover
5.7446,-7.03113,2.89301,0.17363,1.67206,-1.88418,-0.00835,0.038355,-0.054561,-3.051225,-0.029930,-0.062203,-0.015944,32.69249,-24.51443,-5.10317,-0.008928,0.028270,-0.007560,0.264583,hover
5.7650,-7.07371,2.93298,0.17389,1.67698,-1.88809,-0.00618,0.037676,-0.053109,-3.051544,-0.029414,-0.062459,-0.016288,-0.21045,0.13152,-9.74639,-0.004625,0.030349,-0.007915,0.264691,hover
5.7858,-7.07371,2.93298,0.17389,1.67698,-1.88809,-0.00618,0.037676,-0.053109,-3.051544,-0.029414,-0.062459,-0.016288,-0.21045,0.13152,-9.74639,-0.000177,0.032288,-0.008273,0.264691,hover
5.8061,-7.08703,2.94547,0.17398,1.68675,-1.89846,-0.00357,0.037482,-0.052647,-3.051646,-0.002619,-0.075543,-0.017661,27.42077,-22.08895,-6.57087,0.004187,0.033998,-0.008619,0.264821,hover
5.8265,-7.19754,3.04915,0.17483,1.69606,-1.90539,0.00527,0.037345,-0.048126,-3.052538,0.007756,-0.079991,-0.018750,-0.13574,0.07308,-9.75594,0.008559,0.035528,-0.008966,0.265264,hover
5.8469,-7.19754,3.04915,0.17483,1.69606,-1.90539,0.00527,0.037345,-0.048126,-3.052538,0.007756,-0.079991,-0.018750,-0.20325,0.13014,-9.76446,0.012830,0.036846,-0.009308,0.265264,hover
5.8676,-7.19754,3.04915,0.17483,1.69606,-1.90539,0.00527,0.037345,-0.048126,-3.052538,0.007756,-0.079991,-0.018750,-0.20325,0.13014,-9.76446,0.017006,0.037958,-0.009650,0.265264,hover
5.8880,-7.27816,3.12487,0.17556,1.70811,-1.91850,0.01502,0.038265,-0.044452,-3.053248,0.033501,-0.088626,-0.020517,13.20867,-14.29966,-9.49349,0.020947,0.038830,-0.009986,0.265751,hover
5.9085,-7.32230,3.16635,0.17597,1.71164,-1.92201,0.02063,0.039127,-0.042332,-3.053655,0.037984,-0.089899,-0.020953,-0.19937,0.12976,-9.79168,0.024652,0.039467,-0.010319,0.266032,hover
5.9290,-7.32230,3.16635,0.17597,1.71164,-1.92201,0.02063,0.039127,-0.042332,-3.053655,0.037984,-0.089899,-0.020953,-0.19937,0.12976,-9.79168,0.028045,0.039857,-0.010647,0.266032,hover
5.9494,-7.33551,3.17876,0.17610,1.71724,-1.93235,0.02250,0.039421,-0.041689,-3.053778,0.057251,-0.093995,-0.022328,13.55191,-20.19978,-11.94142,0.031083,0.039999,-0.010970,0.266125,hover
5.9700,-7.44770,3.28462,0.17716,1.72310,-1.93925,0.03845,0.042882,-0.036039,-3.054884,0.065902,-0.095086,-0.023200,-0.20276,0.13795,-9.83426,0.033769,0.039887,-0.011294,0.266923,hover
5.9909,-7.44770,3.28462,0.17716,1.72310,-1.93925,0.03845,0.042882,-0.036039,-3.054884,0.065902,-0.095086,-0.023200,-0.20276,0.13795,-9.83426,0.036040,0.039507,-0.011617,0.266923,hover
6.0120,-7.46098,3.29720,0.17729,1.72622,-1.95064,0.03943,0.043371,-0.035361,-3.055020,0.084960,-0.094579,-0.025009,14.37251,-38.30512,-18.90524,0.037838,0.038853,-0.011939,0.266971,hover
6.0325,-7.56023,3.39145,0.17811,1.72962,-1.95611,0.05536,0.047748,-0.030331,-3.056100,0.085370,-0.094620,-0.025678,-0.20784,0.16059,-9.87659,0.039077,0.037962,-0.012245,0.267768,hover
6.0531,-7.57336,3.40398,0.17821,1.73014,-1.95821,0.05730,0.048349,-0.029668,-3.056248,0.085863,-0.094332,-0.025789,-0.20784,0.16059,-9.87659,0.039806,0.036807,-0.012550,0.267865,hover
6.0735,-7.58719,3.41721,0.17831,1.73073,-1.97115,0.05712,0.048988,-0.028972,-3.056403,0.093561,-0.088589,-0.026940,6.03374,-40.97895,-23.86038,0.039994,0.035417,-0.012847,0.267856,hover
6.0943,-7.68648,3.51260,0.17886,1.73268,-1.97759,0.07265,0.053887,-0.024242,-3.057577,0.094684,-0.086164,-0.027723,-0.19544,0.07260,-9.95616,0.039629,0.033748,-0.013146,0.268633,hover
6.1148,-7.69965,3.52530,0.17891,1.73276,-1.97999,0.07432,0.054548,-0.023637,-3.057738,0.094640,-0.085709,-0.027907,-0.20443,0.16062,-9.92666,0.038722,0.031876,-0.013434,0.268716,hover
6.1353,-7.71336,3.53858,0.17895,1.73099,-1.99471,0.07272,0.055237,-0.023007,-3.057907,0.091611,-0.077544,-0.029001,-0.32726,-46.42579,-29.08979,0.037274,0.029777,-0.013717,0.268636,hover
6.1559,-7.71336,3.53858,0.17895,1.73099,-1.99471,0.07272,0.055237,-0.023007,-3.057907,0.091611,-0.077544,-0.029001,-0.86598,-23.84054,-20.05549,0.035291,0.027455,-0.013997,0.268636,hover
6.1762,-7.82562,3.64821,0.17904,1.73137,-2.00493,0.08753,0.060686,-0.018326,-3.059366,0.088849,-0.072781,-0.029780,-0.20294,0.16402,-9.97101,0.032839,0.024970,-0.014268,0.269377,hover
6.1964,-7.82562,3.64821,0.17904,1.73137,-2.00493,0.08753,0.060686,-0.018326,-3.059366,0.088849,-0.072781,-0.029780,-0.20294,0.16402,-9.97101,0.029922,0.022307,-0.014533,0.269377,hover
6.2169,-7.83945,3.66182,0.17902,1.72759,-2.02155,0.08448,0.061327,-0.017796,-3.059553,0.078024,-0.060909,-0.030897,-3.12998,-24.81563,-21.55648,0.026552,0.019462,-0.014795,0.269224,hover
6.2375,-7.93859,3.76029,0.17854,1.72737,-2.02999,0.09462,0.065463,-0.014476,-3.060967,0.073426,-0.056570,-0.031439,-0.20072,0.17754,-10.00322,0.022747,0.016435,-0.015054,0.269731,hover
6.2580,-7.95168,3.77342,0.17844,1.72676,-2.03304,0.09516,0.065956,-0.014087,-3.061162,0.070455,-0.054016,-0.031615,-0.20072,0.17754,-10.00322,0.018625,0.013304,-0.015306,0.269758,hover
6.2785,-7.96539,3.78720,0.17833,1.72152,-2.05106,0.09077,0.066449,-0.013698,-3.061368,0.044520,-0.033202,-0.033027,-9.31278,-56.97758,-37.25629,0.014206,0.010057,-0.015552,0.269539,hover
6.2994,-8.06410,3.88736,0.17715,1.72089,-2.06028,0.09496,0.068977,-0.011709,-3.062967,0.043708,-0.032466,-0.033576,-0.19880,0.18655,-10.02186,0.009494,0.006678,-0.015796,0.269748,hover
6.3200,-8.07715,3.90072,0.17695,1.72015,-2.06352,0.09473,0.069273,-0.011475,-3.063185,0.042178,-0.031373,-0.033663,-0.19880,0.18655,-10.02186,0.004662,0.003267,-0.016031,0.269736,hover
6.3406,-8.09090,3.91485,0.17673,1.71414,-2.08239,0.08934,0.069568,-0.011241,-3.063417,0.012656,-0.010115,-0.034544,-12.38612,-64.96444,-41.12083,-0.000238,-0.000167,-0.016260,0.269467,hover
6.3608,-8.20246,4.03084,0.17451,1.71279,-2.09525,0.08672,0.070369,-0.010477,-3.065433,0.001279,-0.001942,-0.035308,-0.20403,0.16081,-10.03046,-0.005087,-0.003566,-0.016480,0.269336,hover
6.3811,-8.20246,4.03084,0.17451,1.71279,-2.09525,0.08672,0.070369,-0.010477,-3.065433,0.001279,-0.001942,-0.035308,-0.20403,0.16081,-10.03046,-0.009882,-0.006954,-0.016693,0.269336,hover
6.4016,-8.20246,4.03084,0.17451,1.71279,-2.09525,0.08672,0.070369,-0.010477,-3.065433,0.001279,-0.001942,-0.035308,-0.20403,0.16081,-10.03046,-0.014583,-0.010330,-0.016903,0.269336,hover
6.4219,-8.28324,4.11638,0.17244,1.70689,-2.11977,0.07720,0.069823,-0.010721,-3.067008,-0.027218,0.018324,-0.036424,-0.22213,0.06659,-10.04524,-0.019050,-0.013621,-0.017104,0.268860,hover
6.4423,-8.32637,4.16254,0.17119,1.70614,-2.12617,0.07275,0.069140,-0.011131,-3.067887,-0.032206,0.021986,-0.036680,-0.19968,0.18616,-9.99532,-0.023249,-0.016826,-0.017300,0.268637,hover
6.4626,-8.32637,4.16254,0.17119,1.70614,-2.12617,0.07275,0.069140,-0.011131,-3.067887,-0.032206,0.021986,-0.036680,-0.19968,0.18616,-9.99532,-0.027091,-0.019905,-0.017489,0.268637,hover
6.4831,-8.33988,4.17710,0.17078,1.70090,-2.14377,0.06831,0.068881,-0.011292,-3.068167,-0.054034,0.038437,-0.037484,-4.75592,-28.13867,-18.52324,-0.030568,-0.022878,-0.017673,0.268415,hover
6.5040,-8.45027,4.29710,0.16716,1.70139,-2.15487,0.05498,0.065681,-0.013442,-3.070552,-0.063928,0.046564,-0.038007,-0.20075,0.18487,-9.92466,-0.033633,-0.025743,-0.017855,0.267749,hover
6.5246,-8.45027,4.29710,0.16716,1.70139,-2.15487,0.05498,0.065681,-0.013442,-3.070552,-0.063928,0.046564,-0.038007,-0.20075,0.18487,-9.92466,-0.036108,-0.028364,-0.018026,0.267749,hover
6.5452,-8.46355,4.31168,0.16670,1.69756,-2.17059,0.05196,0.065204,-0.013778,-3.070848,-0.084983,0.066377,-0.038984,-2.81703,-26.73158,-14.37354,-0.037999,-0.030758,-0.018190,0.267598,hover
6.5657,-8.57309,4.43295,0.16276,1.69978,-2.17973,0.03421,0.060328,-0.017447,-3.073395,-0.086000,0.067893,-0.039422,-0.20034,0.20174,-9.85795,-0.039278,-0.032913,-0.018348,0.266710,hover
6.5860,-8.57309,4.43295,0.16276,1.69978,-2.17973,0.03421,0.060328,-0.017447,-3.073395,-0.086000,0.067893,-0.039422,-0.20034,0.20174,-9.85795,-0.039920,-0.034800,-0.018497,0.266710,hover
6.6069,-8.58672,4.44818,0.16226,1.69793,-2.19330,0.03275,0.059692,-0.017939,-3.073718,-0.093617,0.081488,-0.039977,-0.61896,-34.97914,-9.54458,-0.039908,-0.036460,-0.018643,0.266637,hover
6.6272,-8.68324,4.55668,0.15872,1.70167,-2.19826,0.01606,0.054880,-0.022026,-3.076050,-0.094415,0.085303,-0.040367,-0.20060,0.11819,-9.78497,-0.039239,-0.037784,-0.018778,0.265803,hover
6.6478,-8.69605,4.57114,0.15826,1.70212,-2.20018,0.01390,0.054232,-0.022605,-3.076363,-0.094280,0.085802,-0.040457,-0.20296,0.20269,-9.78988,-0.037909,-0.038816,-0.018908,0.265695,hover
6.6681,-8.69605,4.57114,0.15826,1.70212,-2.20018,0.01390,0.054232,-0.022605,-3.076363,-0.094280,0.085802,-0.040457,-0.20296,0.20269,-9.78988,-0.035952,-0.039529,-0.019030,0.265695,hover
6.6888,-8.80664,4.69666,0.15437,1.70805,-2.21470,-0.00215,0.048903,-0.027892,-3.079092,-0.086299,0.093324,-0.041235,-0.18771,0.12649,-9.71825,-0.033352,-0.039924,-0.019146,0.264893,hover
6.7096,-8.81945,4.71126,0.15394,1.70898,-2.21618,-0.00397,0.048317,-0.028528,-3.079411,-0.085584,0.093606,-0.041296,-0.20736,0.21088,-9.74114,-0.030131,-0.039981,-0.019256,0.264801,hover
6.7300,-8.81945,4.71126,0.15394,1.70898,-2.21618,-0.00397,0.048317,-0.028528,-3.079411,-0.085584,0.093606,-0.041296,-0.20736,0.21088,-9.74114,-0.026456,-0.039701,-0.019356,0.264801,hover
6.7505,-8.83309,4.72679,0.15349,1.71199,-2.22514,-0.00170,0.047711,-0.029206,-3.079749,-0.071364,0.095009,-0.041735,7.21783,-14.33136,-2.94921,-0.022288,-0.039082,-0.019450,0.264915,hover
6.7708,-8.94266,4.85201,0.15009,1.72046,-2.22825,-0.01666,0.043599,-0.034705,-3.082479,-0.064080,0.094692,-0.042007,-0.20796,0.20682,-9.69894,-0.017775,-0.038142,-0.019535,0.264167,hover
6.7913,-8.94266,4.85201,0.15009,1.72046,-2.22825,-0.01666,0.043599,-0.034705,-3.082479,-0.064080,0.094692,-0.042007,-0.20796,0.20682,-9.69894,-0.012884,-0.036862,-0.019614,0.264167,hover
6.8118,-8.95617,4.86749,0.14970,1.72592,-2.23584,-0.01386,0.043168,-0.035378,-3.082815,-0.031000,0.088036,-0.042452,17.93973,-22.26151,4.33225,-0.007743,-0.035256,-0.019686,0.264307,hover
6.8324,-9.05352,4.97899,0.14713,1.73450,-2.23694,-0.02264,0.041414,-0.039942,-3.085236,-0.029160,0.087821,-0.042666,-0.21427,0.21564,-9.68639,-0.002419,-0.033327,-0.019751,0.263868,hover
6.8528,-9.06645,4.99383,0.14682,1.73635,-2.23789,-0.02320,0.041236,-0.040535,-3.085558,-0.027523,0.087198,-0.042696,-0.21427,0.21564,-9.68639,0.002899,-0.031126,-0.019808,0.263840,hover
6.8735,-9.08027,5.00968,0.14649,1.74397,-2.24488,-0.01971,0.041064,-0.041162,-3.085901,0.005079,0.075004,-0.042898,19.87216,-17.20103,1.76130,0.008258,-0.028608,-0.019858,0.264014,hover
6.8940,-9.14801,5.08729,0.14500,1.75062,-2.24536,-0.02270,0.041050,-0.043916,-3.087572,0.012548,0.071960,-0.043012,-0.15524,0.17044,-9.66291,0.013438,-0.025850,-0.019900,0.263865,hover
6.9144,-9.19168,5.13728,0.14414,1.75616,-2.24679,-0.02293,0.041454,-0.045519,-3.088643,0.017676,0.069546,-0.043085,-0.20947,0.21563,-9.69280,0.018372,-0.022863,-0.019935,0.263853,hover
6.9347,-9.19168,5.13728,0.14414,1.75616,-2.24679,-0.02293,0.041454,-0.045519,-3.088643,0.017676,0.069546,-0.043085,32.48660,-24.88310,2.50619,0.022980,-0.019669,-0.019962,0.263853,hover
6.9553,-9.27340,5.23078,0.14271,1.77269,-2.25483,-0.01837,0.042966,-0.048087,-3.090630,0.047506,0.052206,-0.043274,-0.14058,0.16761,-9.67383,0.027218,-0.016260,-0.019982,0.264081,hover
6.9761,-9.31785,5.28157,0.14202,1.77885,-2.25658,-0.01609,0.044195,-0.049227,-3.091700,0.052332,0.048862,-0.043307,-0.20849,0.22026,-9.69821,0.031021,-0.012628,-0.019995,0.264195,hover
6.9964,-9.31785,5.28157,0.14202,1.77885,-2.25658,-0.01609,0.044195,-0.049227,-3.091700,0.052332,0.048862,-0.043307,-0.20849,0.22026,-9.69821,0.034151,-0.008973,-0.020000,0.264195,hover
7.0167,-9.33113,5.29675,0.14183,1.78900,-2.26491,-0.01244,0.044601,-0.049539,-3.092018,0.072441,0.031524,-0.043356,24.18922,-19.50400,-4.22169,0.036660,-0.005225,-0.019998,0.264378,hover
7.0370,-9.44434,5.42589,0.14040,1.80315,-2.26856,-0.00333,0.049037,-0.051265,-3.094683,0.080432,0.022060,-0.043385,-0.21286,0.22999,-9.72869,0.038497,-0.001416,-0.019988,0.264833,hover
7.0577,-9.44434,5.42589,0.14040,1.80315,-2.26856,-0.00333,0.049037,-0.051265,-3.094683,0.080432,0.022060,-0.043385,-0.21286,0.22999,-9.72869,0.039637,0.002504,-0.019970,0.264833,hover
7.0783,-9.45801,5.44149,0.14024,1.81371,-2.27860,0.00047,0.049645,-0.051384,-3.095000,0.093329,-0.004345,-0.043313,26.60300,-25.28055,-6.42018,0.040000,0.006385,-0.019946,0.265024,hover
7.0992,-9.55902,5.55663,0.13923,1.82535,-2.28203,0.01316,0.054595,-0.051205,-3.097275,0.093542,-0.005541,-0.043295,-0.21381,0.23758,-9.75805,0.039572,0.010268,-0.019913,0.265658,hover
7.1198,-9.57242,5.57189,0.13911,1.82790,-2.28378,0.01515,0.055259,-0.051141,-3.097574,0.093441,-0.006788,-0.043285,-0.21381,0.23758,-9.75805,0.038366,0.014010,-0.019873,0.265758,hover
7.1401,-9.58637,5.58776,0.13899,1.83810,-2.29592,0.01844,0.055948,-0.051061,-3.097882,0.090216,-0.030924,-0.043117,28.08790,-33.34538,-10.49841,0.036420,0.017596,-0.019826,0.265922,hover
7.1604,-9.68824,5.70385,0.13815,1.84922,-2.30055,0.03276,0.060783,-0.049398,-3.100055,0.087193,-0.038663,-0.043022,-0.15031,0.16365,-9.80771,0.033769,0.021012,-0.019772,0.266638,hover
7.1811,-9.70176,5.71928,0.13804,1.85160,-2.30268,0.03480,0.061397,-0.049104,-3.100337,0.086444,-0.039760,-0.042993,-0.21705,0.24894,-9.80507,0.030384,0.024295,-0.019709,0.266740,hover
7.2018,-9.71602,5.73554,0.13793,1.86074,-2.31677,0.03692,0.062040,-0.048791,-3.100632,0.072330,-0.055204,-0.042761,24.93780,-38.09106,-15.79359,0.026371,0.027346,-0.019639,0.266846,hover
7.2221,-9.78641,5.81591,0.13736,1.86761,-2.32035,0.04646,0.064831,-0.046843,-3.102054,0.067663,-0.059685,-0.042682,-0.15173,0.14918,-9.87181,0.021897,0.030081,-0.019564,0.267323,hover
7.2426,-9.83242,5.86858,0.13697,1.87303,-2.32500,0.05240,0.066407,-0.045340,-3.102958,0.063447,-0.063024,-0.042592,-0.21944,0.26126,-9.85351,0.016918,0.032559,-0.019480,0.267620,hover
7.2630,-9.83242,5.86858,0.13697,1.87303,-2.32500,0.05240,0.066407,-0.045340,-3.102958,0.063447,-0.063024,-0.042592,-0.21944,0.26126,-9.85351,0.011596,0.034712,-0.019389,0.267620,hover
7.2840,-9.91797,5.96679,0.13617,1.88667,-2.34472,0.06065,0.068530,-0.042076,-3.104584,0.034938,-0.078750,-0.042143,10.51710,-22.86410,-16.46000,0.005873,0.036567,-0.019288,0.268033,hover
7.3042,-9.96430,6.02010,0.13567,1.89127,-2.34981,0.06500,0.069320,-0.040141,-3.105440,0.029657,-0.080881,-0.042037,-0.21303,0.25765,-9.90194,0.000199,0.037999,-0.019183,0.268250,hover
7.3247,-9.96430,6.02010,0.13567,1.89127,-2.34981,0.06500,0.069320,-0.040141,-3.105440,0.029657,-0.080881,-0.042037,-0.21303,0.25765,-9.90194,-0.005552,0.039065,-0.019071,0.268250,hover
7.3457,-9.97840,6.03638,0.13551,1.89682,-2.36596,0.06359,0.069510,-0.039533,-3.105698,-0.012355,-0.092220,-0.041435,14.71458,-41.78240,-24.87775,-0.011350,0.039746,-0.018948,0.268180,hover
7.3665,-10.09613,6.17271,0.13394,1.90553,-2.37532,0.06972,0.069099,-0.033965,-3.107778,-0.016587,-0.093000,-0.041146,-0.21417,0.27130,-9.93544,-0.016869,0.039998,-0.018818,0.268486,hover
7.3870,-10.09613,6.17271,0.13394,1.90553,-2.37532,0.06972,0.069099,-0.033965,-3.107778,-0.016587,-0.093000,-0.041146,-0.21417,0.27130,-9.93544,-0.021959,0.039828,-0.018684,0.268486,hover
7.4073,-10.09613,6.17271,0.13394,1.90553,-2.37532,0.06972,0.069099,-0.033965,-3.107778,-0.016587,-0.093000,-0.041146,7.71591,-35.74611,-25.24644,-0.026555,0.039249,-0.018544,0.268486,hover
7.4280,-10.21551,6.31214,0.13188,1.91494,-2.39729,0.06727,0.066506,-0.028179,-3.109832,-0.060169,-0.093734,-0.040267,-0.18995,0.15633,-10.00593,-0.030670,0.038243,-0.018395,0.268364,hover
7.4483,-10.22934,6.32837,0.13161,1.91582,-2.39969,0.06662,0.066086,-0.027513,-3.110067,-0.061433,-0.093508,-0.040183,-0.20985,0.26638,-9.95845,-0.034072,0.036851,-0.018241,0.268331,hover
7.4689,-10.24355,6.34506,0.13132,1.91698,-2.40797,0.06410,0.065651,-0.026829,-3.110309,-0.071468,-0.090195,-0.039876,1.82511,-25.45719,-22.41160,-0.036795,0.035041,-0.018079,0.268205,hover
7.4893,-10.24355,6.34506,0.13132,1.91711,-2.41363,0.06227,0.065651,-0.026829,-3.110309,-0.078577,-0.087931,-0.039610,0.54353,-15.72825,-17.77523,-0.038698,0.032870,-0.017911,0.268113,hover
7.5099,-10.36191,6.48482,0.12862,1.92221,-2.42071,0.05719,0.061043,-0.021487,-3.112326,-0.085737,-0.084185,-0.039190,-0.20797,0.27485,-9.94591,-0.039773,0.030314,-0.017735,0.267859,hover
7.5301,-10.37652,6.50213,0.12826,1.92198,-2.42997,0.05385,0.060409,-0.020867,-3.112575,-0.092596,-0.073997,-0.038614,-0.20797,0.27485,-9.94591,-0.039968,0.027475,-0.017556,0.267692,hover
7.5504,-10.37652,6.50213,0.12826,1.92167,-2.43225,0.05321,0.060409,-0.020867,-3.112575,-0.093363,-0.072587,-0.038474,-1.80098,-12.80297,-15.10613,-0.039289,0.024310,-0.017369,0.267660,hover
7.5707,-10.48121,6.62697,0.12544,1.92516,-2.43571,0.04677,0.055571,-0.016919,-3.114373,-0.093885,-0.068033,-0.038118,-0.20694,0.26914,-9.90034,-0.037745,0.020882,-0.017176,0.267339,hover
7.5913,-10.49504,6.64353,0.12504,1.92536,-2.43719,0.04553,0.054926,-0.016452,-3.114611,-0.093465,-0.065247,-0.037994,-0.20694,0.26914,-9.90034,-0.035327,0.017170,-0.016974,0.267276,hover
7.6120,-10.50937,6.66068,0.12463,1.92338,-2.44604,0.04264,0.054261,-0.015989,-3.114859,-0.082941,-0.041557,-0.036916,-6.23581,-21.74529,-16.73266,-0.032074,0.013230,-0.016764,0.267132,hover
7.6339,-10.61426,6.78681,0.12150,1.92608,-2.44792,0.03504,0.049839,-0.013543,-3.116683,-0.082512,-0.040822,-0.036498,-0.20573,0.27540,-9.86888,-0.027813,0.008888,-0.016536,0.266752,hover
7.6545,-10.62805,6.80347,0.12107,1.92608,-2.44895,0.03383,0.049279,-0.013257,-3.116922,-0.081124,-0.039478,-0.036425,-0.20573,0.27540,-9.86888,-0.023130,0.004687,-0.016315,0.266691,hover
7.6749,-10.64219,6.82056,0.12063,1.92332,-2.45553,0.03190,0.048716,-0.012977,-3.117167,-0.054747,-0.013101,-0.035570,-8.98000,-18.37792,-13.35860,-0.017930,0.000448,-0.016089,0.266595,hover
7.6952,-10.74652,6.94717,0.11733,1.92559,-2.45616,0.02577,0.045777,-0.012102,-3.118999,-0.044931,-0.004445,-0.034970,-0.20507,0.28227,-9.83017,-0.012327,-0.003789,-0.015858,0.266289,hover
7.7154,-10.76027,6.96392,0.11689,1.92551,-2.45686,0.02496,0.045480,-0.012070,-3.119240,-0.043265,-0.003138,-0.034828,-0.20507,0.28227,-9.83017,-0.006466,-0.007967,-0.015623,0.266248,hover
7.7361,-10.77441,6.98114,0.11644,1.92266,-2.46205,0.02405,0.045180,-0.012041,-3.119487,-0.017000,0.016116,-0.033957,-6.98347,-11.75728,-10.81839,-0.000301,-0.012160,-0.015377,0.266202,hover
7.7566,-10.84570,7.06828,0.11414,1.92427,-2.46203,0.02118,0.044353,-0.012399,-3.120736,-0.009038,0.021909,-0.033617,-4.80224,-7.97115,-10.54137,0.005853,-0.016199,-0.015126,0.266059,hover
7.7771,-10.89230,7.12544,0.11262,1.92488,-2.46278,0.01971,0.044231,-0.012937,-3.121551,-0.002510,0.026441,-0.033309,-0.20731,0.28396,-9.81657,0.011861,-0.020045,-0.014871,0.265985,hover
7.7977,-10.89230,7.12544,0.11262,1.92488,-2.46278,0.01971,0.044231,-0.012937,-3.121551,-0.002510,0.026441,-0.033309,-0.20731,0.28396,-9.81657,0.017640,-0.023690,-0.014609,0.265985,hover
7.8185,-10.97762,7.23030,0.10982,1.92430,-2.46820,0.01851,0.045055,-0.014615,-3.123037,0.034171,0.050454,-0.031871,-5.76578,-12.26398,-10.51890,0.023048,-0.027090,-0.014339,0.265926,hover
7.8391,-11.02422,7.28779,0.10829,1.92543,-2.46872,0.01827,0.045926,-0.015805,-3.123844,0.041725,0.055292,-0.031580,-0.20733,0.29029,-9.81317,0.027876,-0.030154,-0.014065,0.265914,hover
7.8595,-11.02422,7.28779,0.10829,1.92543,-2.46872,0.01827,0.045926,-0.015805,-3.123844,0.041725,0.055292,-0.031580,-0.20733,0.29029,-9.81317,0.031984,-0.032832,-0.013789,0.265914,hover
7.8798,-11.03789,7.30470,0.10784,1.92435,-2.47439,0.01824,0.046254,-0.016201,-3.124081,0.075767,0.077239,-0.030060,-0.19520,0.39475,-9.80605,0.035310,-0.035114,-0.013510,0.265912,hover
7.9004,-11.15520,7.45007,0.10396,1.92821,-2.47676,0.02017,0.050598,-0.020581,-3.126086,0.077098,0.078406,-0.029358,-0.20730,0.30317,-9.81925,0.037833,-0.037018,-0.013220,0.266008,hover
7.9207,-11.15520,7.45007,0.10396,1.92821,-2.47676,0.02017,0.050598,-0.020581,-3.126086,0.077098,0.078406,-0.029358,-0.20730,0.30317,-9.81925,0.039391,-0.038449,-0.012931,0.266008,hover
7.9413,-11.16918,7.46746,0.10350,1.92891,-2.48420,0.02007,0.051160,-0.021134,-3.126322,0.091824,0.090046,-0.028290,2.26691,-23.29044,-13.77819,0.039995,-0.039436,-0.012632,0.266004,hover
7.9616,-11.24008,7.55564,0.10112,1.93194,-2.48587,0.02172,0.054375,-0.024223,-3.127515,0.093974,0.092203,-0.027774,-0.19923,0.24698,-9.83925,0.039601,-0.039932,-0.012334,0.266086,hover
7.9819,-11.28644,7.61353,0.09955,1.93422,-2.48844,0.02285,0.056610,-0.026366,-3.128284,0.094145,0.093044,-0.027325,-0.20993,0.31270,-9.82824,0.038224,-0.039945,-0.012030,0.266142,hover
8.0025,-11.28644,7.61353,0.09955,1.93422,-2.48844,0.02285,0.056610,-0.026366,-3.128284,0.094145,0.093044,-0.027325,9.37158,-32.12604,-14.69475,0.035853,-0.039460,-0.011717,0.266142,hover
8.0230,-11.40445,7.76129,0.09550,1.94271,-2.50241,0.02486,0.062044,-0.031878,-3.130190,0.085774,0.093853,-0.025517,6.14555,-19.11654,-12.75482,0.032571,-0.038481,-0.011402,0.266243,hover
8.0434,-11.41816,7.77851,0.09502,1.94389,-2.50424,0.02503,0.062641,-0.032516,-3.130407,0.084876,0.093686,-0.025356,-0.20791,0.30654,-9.83095,0.028465,-0.037024,-0.011084,0.266251,hover
8.0638,-11.41816,7.77851,0.09502,1.94389,-2.50424,0.02503,0.062641,-0.032516,-3.130407,0.084876,0.093686,-0.025356,-0.20791,0.30654,-9.83095,0.023618,-0.035097,-0.010762,0.266251,hover
8.0847,-11.43223,7.79614,0.09454,1.94880,-2.51576,0.02497,0.063233,-0.033164,-3.130627,0.066681,0.087893,-0.024086,14.21080,-33.22052,-14.78436,0.018008,-0.032657,-0.010428,0.266249,hover
8.1053,-11.54996,7.94432,0.09041,1.95714,-2.52355,0.02455,0.067224,-0.038265,-3.132391,0.057175,0.084240,-0.023265,-0.21450,0.32378,-9.83043,0.012000,-0.029829,-0.010095,0.266227,hover
8.1255,-11.54996,7.94432,0.09041,1.95714,-2.52355,0.02455,0.067224,-0.038265,-3.132391,0.057175,0.084240,-0.023265,-0.21450,0.32378,-9.83043,0.005771,-0.026665,-0.009765,0.266227,hover
8.1460,-11.56437,7.96247,0.08990,1.96400,-2.53640,0.02425,0.067614,-0.038849,-3.132598,0.013641,0.063763,-0.021493,14.65052,-27.28944,-13.75128,-0.000739,-0.023091,-0.009424,0.266213,hover
8.1668,-11.66937,8.09510,0.08617,1.97162,-2.54288,0.01989,0.068677,-0.042264,-3.133972,0.011242,0.062798,-0.020657,-0.16720,0.24042,-9.84037,-0.007315,-0.019162,-0.009077,0.265994,hover
