t,gate_idx,range_m,true_bx,true_by,true_bz,cv_bx,cv_by,cv_bz,err_x,err_y,err_z,err_total,true_vx,true_vy,true_vz,cv_vx,cv_vy,cv_vz,verr_x,verr_y,verr_z,verr_total,pnp_ok,reliable,gate_qw,gate_qx,gate_qy,gate_qz,odo_qw,odo_qx,odo_qy,odo_qz,cv_rx,cv_ry,cv_rz
18.475,1,5.012,4.964,-0.375,0.582,4.670,-0.406,-0.400,-0.295,-0.031,-0.982,1.026,4.709,-0.127,-0.329,3.940,-0.210,0.040,-0.769,-0.083,0.369,0.857,False,True,0.70711,0.00000,-0.00000,0.70711,0.00077,-0.05597,-0.01368,-0.99834,,,
18.523,1,4.760,4.707,-0.370,0.606,4.468,-0.398,-0.412,-0.239,-0.028,-1.018,1.046,4.709,-0.135,-0.327,1.360,-0.050,0.120,-3.349,0.085,0.447,3.380,False,True,0.70711,0.00000,-0.00000,0.70711,0.00070,-0.05527,-0.01226,-0.99840,,,
18.564,1,4.728,4.674,-0.369,0.611,4.237,-0.399,-0.416,-0.437,-0.030,-1.026,1.116,4.707,-0.145,-0.331,2.230,0.010,0.030,-2.477,0.155,0.361,2.508,False,True,0.70711,0.00000,-0.00000,0.70711,0.00070,-0.05496,-0.01213,-0.99841,,,
18.584,1,4.529,4.465,-0.364,0.664,4.160,-0.486,-0.381,-0.305,-0.122,-1.045,1.095,4.706,-0.151,-0.293,-0.000,-0.000,-0.000,-4.706,0.151,0.293,4.717,True,True,0.70711,0.00000,-0.00000,0.70711,0.00069,-0.05057,-0.01112,-0.99866,2.91437,0.25294,-0.92531
18.627,1,4.401,4.331,-0.361,0.695,4.004,-0.484,-0.325,-0.327,-0.124,-1.020,1.078,4.703,-0.156,-0.270,-0.000,-0.000,-0.000,-4.703,0.156,0.270,4.713,True,True,0.70711,0.00000,-0.00000,0.70711,0.00069,-0.04782,-0.01058,-0.99880,2.79913,0.09033,-0.92294
18.648,1,4.147,4.061,-0.353,0.764,4.088,-0.473,-0.382,0.027,-0.120,-1.146,1.152,4.697,-0.163,-0.210,-0.000,-0.000,-0.000,-4.697,0.163,0.210,4.705,True,True,0.70711,0.00000,-0.00000,0.70711,0.00072,-0.04120,-0.00996,-0.99910,2.56837,0.03274,-0.59084
18.689,1,4.115,4.027,-0.351,0.772,4.082,-0.427,-0.355,0.055,-0.076,-1.126,1.130,4.682,-0.171,-0.206,1.860,-3.240,-3.030,-2.822,-3.069,-2.824,5.035,True,True,0.70711,0.00000,-0.00000,0.70711,0.00072,-0.04039,-0.00996,-0.99913,3.00290,0.02445,-0.05726
18.731,1,4.115,4.027,-0.351,0.772,4.065,-0.379,-0.325,0.038,-0.027,-1.097,1.098,4.682,-0.171,-0.206,0.830,-0.350,-0.210,-3.852,-0.179,-0.004,3.856,True,True,0.70711,0.00000,-0.00000,0.70711,0.00072,-0.04039,-0.00996,-0.99913,3.00057,0.03451,0.01235
18.772,1,3.707,3.581,-0.336,0.896,3.919,-0.356,-0.285,0.338,-0.020,-1.181,1.228,4.646,-0.184,-0.072,-0.000,-0.000,-0.000,-4.646,0.184,0.072,4.650,True,True,0.70711,0.00000,-0.00000,0.70711,0.00077,-0.02561,-0.00937,-0.99963,2.79370,0.02094,-0.03152
18.793,1,3.575,3.440,-0.331,0.919,3.740,-0.348,-0.228,0.301,-0.017,-1.147,1.186,4.628,-0.189,-0.045,-0.000,-0.000,-0.000,-4.628,0.189,0.045,4.632,True,True,0.70711,0.00000,-0.00000,0.70711,0.00077,-0.02259,-0.00921,-0.99970,2.82470,0.02480,-0.00563
18.813,1,3.575,3.440,-0.331,0.919,3.651,-0.351,-0.214,0.211,-0.020,-1.133,1.153,4.628,-0.189,-0.045,3.700,0.340,-0.100,-0.928,0.529,-0.055,1.070,True,True,0.70711,0.00000,-0.00000,0.70711,0.00077,-0.02259,-0.00921,-0.99970,2.72197,0.02125,-0.02302
18.854,1,3.332,3.166,-0.323,0.986,3.438,-0.324,-0.218,0.272,-0.001,-1.204,1.235,4.584,-0.197,0.047,-0.000,-0.000,-0.000,-4.584,0.197,-0.047,4.589,True,True,0.70711,0.00000,-0.00000,0.70711,0.00075,-0.01224,-0.00784,-0.99989,2.49821,0.01837,0.16312
18.875,1,3.207,3.024,-0.318,1.019,3.314,-0.305,-0.252,0.290,0.013,-1.271,1.304,4.558,-0.200,0.098,-0.000,-0.000,-0.000,-4.558,0.200,-0.098,4.563,True,True,0.70711,0.00000,-0.00000,0.70711,0.00075,-0.00652,-0.00721,-0.99995,2.29896,0.05036,0.23652
18.919,1,2.966,2.749,-0.308,1.070,3.204,-0.310,-0.244,0.454,-0.001,-1.314,1.390,4.519,-0.204,0.188,-0.000,-0.000,-0.000,-4.519,0.204,-0.188,4.527,True,True,0.70711,0.00000,-0.00000,0.70711,0.00072,0.00373,-0.00617,-0.99997,2.31826,-0.00190,0.10164
18.960,1,2.937,2.716,-0.307,1.075,3.016,-0.308,-0.240,0.300,-0.001,-1.315,1.348,4.469,-0.209,0.196,-0.000,-0.000,-0.000,-4.469,0.209,-0.196,4.478,True,True,0.70711,0.00000,-0.00000,0.70711,0.00071,0.00493,-0.00605,-0.99997,2.22887,-0.00627,0.11435
19.002,1,2.755,2.504,-0.299,1.108,2.917,-0.301,-0.242,0.413,-0.002,-1.350,1.412,4.407,-0.213,0.266,-0.000,-0.000,-0.000,-4.407,0.213,-0.266,4.420,True,True,0.70711,0.00000,-0.00000,0.70711,0.00068,0.01330,-0.00555,-0.99990,2.19919,-0.00263,0.13991
19.064,1,2.566,2.288,-0.289,1.125,2.741,-0.284,-0.241,0.453,0.005,-1.366,1.439,4.339,-0.217,0.319,-0.000,-0.000,-0.000,-4.339,0.217,-0.319,4.356,True,True,0.70711,0.00000,-0.00000,0.70711,0.00063,0.01971,-0.00535,-0.99979,2.12421,-0.02209,0.13360
19.109,1,2.380,2.073,-0.280,1.135,2.068,-0.302,-0.321,-0.005,-0.023,-1.455,1.456,4.264,-0.221,0.364,1.770,-0.080,-0.020,-2.494,0.141,-0.384,2.527,False,True,0.70711,0.00000,-0.00000,0.70711,0.00057,0.02565,-0.00498,-0.99966,,,
19.150,1,2.188,1.847,-0.269,1.140,1.938,-0.296,-0.321,0.091,-0.027,-1.461,1.464,4.184,-0.224,0.413,1.950,-0.090,0.000,-2.234,0.134,-0.413,2.276,False,True,0.70711,0.00000,-0.00000,0.70711,0.00052,0.03207,-0.00451,-0.99948,,,
19.173,1,2.188,1.847,-0.269,1.140,1.741,-0.286,-0.317,-0.107,-0.017,-1.457,1.461,4.184,-0.224,0.413,4.140,-0.210,-0.120,-0.044,0.014,-0.533,0.535,False,True,0.70711,0.00000,-0.00000,0.70711,0.00052,0.03207,-0.00451,-0.99948,,,
19.993,2,28.439,28.099,-1.559,4.094,28.081,-5.603,1.217,-0.019,-4.043,-2.877,4.963,3.427,0.782,2.458,,,,,,,,True,True,0.70711,0.00000,-0.00000,0.70711,0.00515,0.10475,0.14585,0.98373,-2.68527,-0.42988,-0.11498
20.054,2,28.192,27.974,-1.780,3.013,28.345,-5.546,0.701,0.371,-3.766,-2.313,4.435,3.658,0.883,2.859,,,,,,,,True,True,0.70711,0.00000,-0.00000,0.70711,0.00299,0.12178,0.15250,0.98077,2.66264,0.51382,0.49782
20.096,2,28.035,27.853,-1.925,2.542,28.555,-5.434,-0.035,0.703,-3.509,-2.577,4.410,3.756,0.891,2.964,-0.000,-0.000,-0.000,-3.756,-0.891,-2.964,4.867,True,True,0.70711,0.00000,-0.00000,0.70711,0.00152,0.12858,0.15463,0.97957,2.50013,0.39148,0.05578
20.116,2,27.919,27.751,-2.050,2.270,28.515,-5.313,-0.542,0.764,-3.263,-2.812,4.374,3.822,0.875,3.038,-0.000,-0.000,-0.000,-3.822,-0.875,-3.038,4.960,True,True,0.70711,0.00000,-0.00000,0.70711,0.00028,0.13213,0.15450,0.97912,2.49604,0.40455,0.16391
20.137,2,27.804,27.643,-2.173,2.051,28.088,-5.135,-0.823,0.444,-2.962,-2.874,4.151,3.898,0.842,3.137,-0.000,-0.000,-0.000,-3.898,-0.842,-3.137,5.074,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00099,0.13468,0.15378,0.97888,2.05447,0.42223,0.39872
20.178,2,27.682,27.524,-2.298,1.865,26.858,-4.816,-0.923,-0.665,-2.518,-2.788,3.815,3.998,0.771,3.255,,,,,,,,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00235,0.13649,0.15268,0.97880,-2.38756,-0.25336,-0.31318
20.219,2,27.426,27.261,-2.537,1.596,26.625,-4.631,-1.172,-0.637,-2.094,-2.768,3.529,4.076,0.656,3.325,-0.000,-0.000,-0.000,-4.076,-0.656,-3.325,5.300,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00480,0.13779,0.14788,0.97935,1.96428,0.14109,-0.06284
20.260,2,27.396,27.231,-2.563,1.573,27.108,-4.592,-1.235,-0.123,-2.029,-2.808,3.467,4.151,0.564,3.374,-0.000,-0.000,-0.000,-4.151,-0.564,-3.374,5.379,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00504,0.13777,0.14710,0.97947,-2.39363,-0.17865,-0.41168
20.280,2,27.232,27.058,-2.698,1.466,21.677,-3.449,-0.955,-5.381,-0.751,-2.420,5.948,4.192,0.449,3.404,4.150,-1.270,0.310,-0.042,-1.719,-3.094,3.540,False,True,0.70711,0.00000,-0.00000,0.70711,-0.00610,0.13708,0.14101,0.98045,,,
20.301,2,27.034,26.849,-2.836,1.389,22.780,-3.484,-1.065,-4.069,-0.648,-2.454,4.796,4.235,0.305,3.433,-11.400,0.360,1.140,-15.635,0.055,-2.293,15.802,False,True,0.70711,0.00000,-0.00000,0.70711,-0.00726,0.13521,0.13380,0.98171,,,
20.384,2,26.937,26.746,-2.893,1.370,30.721,-4.066,-1.457,3.975,-1.172,-2.827,5.016,4.348,0.074,3.406,,,,,,,,False,True,0.70711,0.00000,-0.00000,0.70711,-0.00781,0.13396,0.13064,0.98231,,,
20.405,2,26.560,26.350,-3.045,1.357,33.654,-4.205,-1.601,7.304,-1.160,-2.959,7.966,4.370,-0.121,3.421,,,,,,,,False,True,0.70711,0.00000,-0.00000,0.70711,-0.00986,0.12831,0.12221,0.98413,,,
20.467,2,26.528,26.317,-3.060,1.352,26.446,-3.181,-1.322,0.129,-0.121,-2.674,2.680,4.428,-0.257,3.372,-0.000,-0.000,-0.000,-4.428,0.257,-3.372,5.572,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00985,0.12777,0.12018,0.98445,-2.46001,-0.66715,-1.77789
20.488,2,26.242,26.018,-3.120,1.399,25.862,-3.106,-1.260,-0.156,0.014,-2.660,2.664,4.454,-0.446,3.345,-0.000,-0.000,-0.000,-4.454,0.446,-3.345,5.588,True,True,0.70711,0.00000,-0.00000,0.70711,-0.01088,0.12237,0.11378,0.98588,-2.44922,-0.65960,-1.74905
20.509,2,26.141,25.914,-3.131,1.409,25.423,-3.022,-1.167,-0.491,0.110,-2.576,2.625,4.451,-0.489,3.347,-0.000,-0.000,-0.000,-4.451,0.489,-3.347,5.591,True,True,0.70711,0.00000,-0.00000,0.70711,-0.01099,0.12050,0.11080,0.98645,-2.45103,-0.64664,-1.80020
20.571,2,26.046,25.818,-3.142,1.413,24.538,-2.860,-1.061,-1.280,0.282,-2.475,2.800,4.519,-0.693,3.240,-0.000,-0.000,-0.000,-4.519,0.693,-3.240,5.603,True,True,0.70711,0.00000,-0.00000,0.70711,-0.01091,0.11873,0.10685,0.98710,-2.45081,-0.64022,-1.77944
20.592,2,25.819,25.586,-3.142,1.450,24.968,-2.866,-1.005,-0.619,0.276,-2.455,2.547,4.523,-0.814,3.214,-0.000,-0.000,-0.000,-4.523,0.814,-3.214,5.608,True,True,0.70711,0.00000,-0.00000,0.70711,-0.01093,0.11431,0.10050,0.98829,-2.49797,-0.59873,-1.79485
20.613,2,25.693,25.459,-3.137,1.460,34.320,-3.710,-1.038,8.862,-0.573,-2.498,9.225,4.538,-0.907,3.176,,,,,,,,False,True,0.70711,0.00000,-0.00000,0.70711,-0.01083,0.11204,0.09659,0.98894,,,
20.634,2,25.693,25.459,-3.137,1.460,24.794,-2.654,-0.678,-0.665,0.483,-2.138,2.290,4.538,-0.907,3.176,,,,,,,,True,True,0.70711,0.00000,-0.00000,0.70711,-0.01083,0.11204,0.09659,0.98894,-2.54603,-0.62680,-1.70104
20.697,2,25.427,25.191,-3.128,1.467,25.660,-2.727,-0.653,0.469,0.401,-2.120,2.208,4.574,-1.143,3.051,-0.000,-0.000,-0.000,-4.574,1.143,-3.051,5.616,True,True,0.70711,0.00000,-0.00000,0.70711,0.00998,-0.10700,-0.08340,-0.99070,2.26407,-0.14317,-1.44503
20.717,2,25.143,24.910,-3.080,1.465,25.431,-2.699,-0.633,0.521,0.381,-2.098,2.195,4.574,-1.261,3.000,-0.000,-0.000,-0.000,-4.574,1.261,-3.000,5.614,True,True,0.70711,0.00000,-0.00000,0.70711,0.00922,-0.10241,-0.07400,-0.99194,-2.53801,-0.52078,-1.81284
20.759,2,25.143,24.910,-3.080,1.465,24.890,-2.640,-0.524,-0.021,0.439,-1.989,2.037,4.574,-1.261,3.000,-0.000,-0.000,-0.000,-4.574,1.261,-3.000,5.614,True,True,0.70711,0.00000,-0.00000,0.70711,0.00922,-0.10241,-0.07400,-0.99194,2.47027,0.56565,1.82610
20.800,2,24.870,24.643,-3.003,1.497,31.641,-3.136,-0.423,6.998,-0.134,-1.920,7.258,4.613,-1.414,2.867,2.350,-0.520,-0.970,-2.263,0.894,-3.837,4.543,False,True,0.70711,0.00000,-0.00000,0.70711,0.00903,-0.09815,-0.07120,-0.99258,,,
20.821,2,24.754,24.530,-2.967,1.492,25.718,-2.455,-0.383,1.189,0.512,-1.875,2.278,4.627,-1.468,2.815,-0.000,-0.000,-0.000,-4.627,1.468,-2.815,5.612,True,True,0.70711,0.00000,-0.00000,0.70711,0.00890,-0.09674,-0.06997,-0.99281,2.28898,-0.13849,-1.55598
20.842,2,24.488,24.271,-2.910,1.450,25.453,-2.387,-0.332,1.182,0.523,-1.782,2.201,4.633,-1.592,2.739,-0.000,-0.000,-0.000,-4.633,1.592,-2.739,5.613,True,True,0.70711,0.00000,-0.00000,0.70711,0.00763,-0.09306,-0.05699,-0.99400,2.45596,0.55991,1.72212
20.904,2,24.453,24.237,-2.901,1.449,25.068,-2.384,-0.294,0.830,0.517,-1.743,1.999,4.662,-1.659,2.647,-0.000,-0.000,-0.000,-4.662,1.659,-2.647,5.612,True,True,0.70711,0.00000,-0.00000,0.70711,0.00751,-0.09255,-0.05582,-0.99411,2.23708,-0.11036,-1.42462
20.945,2,24.221,24.012,-2.818,1.458,25.232,-2.383,-0.285,1.219,0.434,-1.743,2.171,4.677,-1.727,2.582,-0.000,-0.000,-0.000,-4.677,1.727,-2.582,5.615,True,True,0.70711,0.00000,-0.00000,0.70711,0.00713,-0.08944,-0.05299,-0.99456,2.24211,-0.12202,-1.42306
20.987,2,23.983,23.782,-2.730,1.452,39.177,-3.317,-0.136,15.395,-0.587,-1.587,15.488,4.688,-1.787,2.528,,,,,,,,False,True,0.70711,0.00000,-0.00000,0.70711,0.00670,-0.08662,-0.04987,-0.99497,,,
21.007,2,23.771,23.579,-2.652,1.434,23.352,-1.870,-0.100,-0.227,0.782,-1.535,1.737,4.693,-1.832,2.481,,,,,,,,True,True,0.70711,0.00000,-0.00000,0.70711,0.00626,-0.08434,-0.04646,-0.99533,2.18802,-0.06274,-1.37195
21.049,2,23.498,23.317,-2.571,1.362,27.888,-2.605,-0.011,4.570,-0.034,-1.373,4.772,4.697,-1.919,2.392,,,,,,,,False,True,0.70711,0.00000,-0.00000,0.70711,0.00493,-0.08163,-0.03336,-0.99609,,,
21.091,2,23.463,23.284,-2.559,1.354,21.866,-1.892,-0.047,-1.418,0.667,-1.402,2.103,4.711,-1.947,2.315,-0.000,-0.000,-0.000,-4.711,1.947,-2.315,5.599,True,True,0.70711,0.00000,-0.00000,0.70711,0.00479,-0.08131,-0.03206,-0.99616,2.13508,-0.01214,-1.28247
21.112,2,23.183,23.016,-2.458,1.291,21.032,-2.106,-0.153,-1.983,0.352,-1.444,2.478,4.714,-2.000,2.235,-0.000,-0.000,-0.000,-4.714,2.000,-2.235,5.587,True,True,0.70711,0.00000,-0.00000,0.70711,0.00378,-0.07893,-0.02279,-0.99661,2.62153,-0.06288,-0.69505
21.177,2,23.148,22.983,-2.443,1.286,22.537,-2.376,-0.020,-0.446,0.066,-1.306,1.381,4.734,-2.022,2.120,-0.000,-0.000,-0.000,-4.734,2.022,-2.120,5.567,True,True,0.70711,0.00000,-0.00000,0.70711,0.00373,-0.07868,-0.02258,-0.99664,2.35608,-0.24547,-0.17857
21.198,2,22.881,22.728,-2.329,1.258,21.192,-2.275,-0.113,-1.536,0.054,-1.370,2.059,4.737,-2.039,2.066,-0.000,-0.000,-0.000,-4.737,2.039,-2.066,5.555,True,True,0.70711,0.00000,-0.00000,0.70711,0.00331,-0.07656,-0.02020,-0.99686,2.82728,-0.16265,-0.64224
21.219,2,22.732,22.586,-2.264,1.228,20.687,-2.123,-0.137,-1.899,0.142,-1.365,2.343,4.743,-2.051,2.015,-0.000,-0.000,-0.000,-4.743,2.051,-2.015,5.547,True,True,0.70711,0.00000,-0.00000,0.70711,0.00306,-0.07570,-0.01878,-0.99695,2.66160,-0.10571,-0.80736
21.240,2,22.480,22.344,-2.172,1.173,20.348,-2.056,-0.163,-1.996,0.115,-1.336,2.405,4.747,-2.088,1.949,-0.000,-0.000,-0.000,-4.747,2.088,-1.949,5.540,True,True,0.70711,0.00000,-0.00000,0.70711,0.00216,-0.07383,-0.00969,-0.99722,2.50153,0.15565,0.89387
21.302,2,22.445,22.311,-2.158,1.167,20.047,-1.948,-0.159,-2.264,0.210,-1.326,2.632,4.761,-2.091,1.854,-0.000,-0.000,-0.000,-4.761,2.091,-1.854,5.520,True,True,0.70711,0.00000,-0.00000,0.70711,0.00206,-0.07356,-0.00860,-0.99725,2.52174,0.18094,0.91929
21.344,2,22.179,22.056,-2.045,1.132,20.195,-1.965,-0.144,-1.861,0.080,-1.276,2.258,4.764,-2.097,1.801,-0.000,-0.000,-0.000,-4.764,2.097,-1.801,5.508,True,True,0.70711,0.00000,-0.00000,0.70711,0.00165,-0.07182,-0.00570,-0.99740,2.84327,-0.13027,-0.64810
21.364,2,22.009,21.892,-1.972,1.108,20.249,-1.942,-0.162,-1.643,0.030,-1.270,2.077,4.768,-2.098,1.761,-1.520,-2.020,1.670,-6.288,0.078,-0.091,6.289,True,True,0.70711,0.00000,-0.00000,0.70711,0.00140,-0.07082,-0.00388,-0.99748,2.62177,-0.05694,-0.66176
21.427,2,21.857,21.747,-1.914,1.075,21.019,-1.924,-0.128,-0.728,-0.010,-1.203,1.406,4.776,-2.102,1.671,-0.000,-0.000,-0.000,-4.776,2.102,-1.671,5.478,True,True,0.70711,0.00000,-0.00000,0.70711,0.00094,-0.06992,0.00102,-0.99755,2.72722,-0.02673,-0.32040
21.469,2,21.622,21.520,-1.816,1.036,20.465,-1.817,-0.149,-1.055,-0.001,-1.185,1.587,4.782,-2.095,1.590,-0.000,-0.000,-0.000,-4.782,2.095,-1.590,5.457,True,True,0.70711,0.00000,-0.00000,0.70711,0.00057,-0.06870,0.00430,-0.99763,2.68539,-0.07025,-0.50033
21.489,2,21.373,21.281,-1.709,0.999,20.323,-1.725,-0.157,-0.958,-0.015,-1.156,1.501,4.785,-2.086,1.540,0.660,-2.560,0.120,-4.125,-0.474,-1.420,4.388,True,True,0.70711,0.00000,-0.00000,0.70711,0.00031,-0.06755,0.00602,-0.99770,2.54338,-0.03815,-0.12187
21.531,2,21.202,21.117,-1.643,0.963,20.005,-1.551,-0.169,-1.112,0.091,-1.133,1.590,4.787,-2.085,1.486,-0.000,-0.000,-0.000,-4.787,2.085,-1.486,5.429,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00007,-0.06681,0.01036,-0.99771,2.44523,0.00670,-0.19352
21.572,2,21.063,20.982,-1.591,0.932,19.114,-1.380,-0.143,-1.868,0.211,-1.075,2.166,4.790,-2.079,1.419,-0.000,-0.000,-0.000,-4.790,2.079,-1.419,5.411,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00046,-0.06621,0.01522,-0.99769,2.22286,0.05774,0.26700
21.594,2,20.897,20.822,-1.526,0.901,19.063,-1.286,-0.145,-1.759,0.240,-1.046,2.060,4.792,-2.068,1.359,-0.000,-0.000,-0.000,-4.792,2.068,-1.359,5.393,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00078,-0.06553,0.01905,-0.99767,2.23710,0.00459,0.14090
21.635,2,20.747,20.676,-1.466,0.877,18.945,-1.240,-0.123,-1.731,0.226,-1.000,2.012,4.796,-2.038,1.283,7.980,-1.900,-1.650,3.184,0.138,-2.933,4.331,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00097,-0.06496,0.02112,-0.99766,2.27747,0.05446,0.30404
21.678,2,20.511,20.448,-1.368,0.846,18.814,-1.189,-0.090,-1.634,0.179,-0.936,1.892,4.798,-2.011,1.234,-0.000,-0.000,-0.000,-4.798,2.011,-1.234,5.347,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00112,-0.06413,0.02217,-0.99769,2.25783,0.02269,0.00127
21.698,2,20.319,20.262,-1.290,0.822,17.711,-0.986,0.002,-2.550,0.303,-0.819,2.696,4.799,-1.991,1.200,-0.000,-0.000,-0.000,-4.799,1.991,-1.200,5.333,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00122,-0.06352,0.02292,-0.99772,-2.66550,-0.25868,-0.04077
21.740,2,20.179,20.125,-1.236,0.799,19.243,-1.003,0.008,-0.883,0.233,-0.792,1.209,4.801,-1.971,1.151,-0.000,-0.000,-0.000,-4.801,1.971,-1.151,5.316,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00142,-0.06307,0.02547,-0.99768,2.57068,0.22390,0.63522
21.760,2,20.017,19.968,-1.174,0.776,18.311,-0.957,-0.087,-1.657,0.217,-0.863,1.880,4.802,-1.951,1.107,-0.000,-0.000,-0.000,-4.802,1.951,-1.107,5.300,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00160,-0.06258,0.02763,-0.99766,2.33205,0.07962,0.47268
21.804,2,19.881,19.835,-1.122,0.758,18.649,-0.905,-0.191,-1.186,0.217,-0.949,1.534,4.803,-1.929,1.068,-0.000,-0.000,-0.000,-4.803,1.929,-1.068,5.285,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00169,-0.06220,0.02881,-0.99765,2.44322,0.04695,0.63055
21.825,2,19.746,19.703,-1.072,0.738,18.110,-0.863,-0.199,-1.593,0.209,-0.937,1.860,4.803,-1.908,1.026,-0.000,-0.000,-0.000,-4.803,1.908,-1.026,5.269,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00186,-0.06183,0.03106,-0.99760,2.33674,-0.11997,-0.03425
21.846,2,19.611,19.571,-1.021,0.720,18.137,-0.837,-0.072,-1.435,0.183,-0.792,1.649,4.804,-1.884,0.989,-0.000,-0.000,-0.000,-4.804,1.884,-0.989,5.254,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00195,-0.06151,0.03229,-0.99758,-2.76236,-0.03888,0.09008
21.867,2,19.611,19.571,-1.021,0.720,18.156,-0.828,-0.119,-1.415,0.192,-0.839,1.656,4.804,-1.884,0.989,-1.010,-0.240,5.650,-5.814,1.644,4.661,7.631,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00195,-0.06151,0.03229,-0.99758,2.35192,0.16014,0.46287
21.928,2,19.311,19.277,-0.911,0.682,18.318,-0.877,-0.234,-0.959,0.033,-0.916,1.326,4.805,-1.812,0.888,-0.000,-0.000,-0.000,-4.805,1.812,-0.888,5.212,True,True,0.70711,0.00000,-0.00000,0.70711,0.00218,0.06078,-0.03545,0.99752,2.46835,0.32382,0.72995
21.949,2,19.311,19.277,-0.911,0.682,18.555,-0.835,-0.236,-0.722,0.075,-0.918,1.171,4.805,-1.812,0.888,,,,,,,,True,True,0.70711,0.00000,-0.00000,0.70711,0.00218,0.06078,-0.03545,0.99752,2.32610,0.11398,0.20552
21.991,2,18.940,18.913,-0.779,0.639,19.122,-0.751,-0.202,0.209,0.028,-0.841,0.867,4.805,-1.751,0.815,-0.000,-0.000,-0.000,-4.805,1.751,-0.815,5.179,True,True,0.70711,0.00000,-0.00000,0.70711,0.00246,0.06000,-0.03967,0.99741,2.45331,0.28904,0.42183
22.011,2,18.677,18.655,-0.687,0.612,18.250,-0.674,-0.415,-0.404,0.013,-1.027,1.103,4.805,-1.719,0.788,-0.000,-0.000,-0.000,-4.805,1.719,-0.788,5.164,True,True,0.70711,0.00000,-0.00000,0.70711,0.00250,0.05953,-0.04009,0.99742,2.43045,-0.26570,0.38119
22.073,2,18.643,18.621,-0.675,0.608,18.024,-0.725,-0.383,-0.597,-0.049,-0.991,1.158,4.805,-1.654,0.720,-0.000,-0.000,-0.000,-4.805,1.654,-0.720,5.133,True,True,0.70711,0.00000,-0.00000,0.70711,0.00253,0.05947,-0.04057,0.99740,2.75292,-0.36085,-0.79366
22.094,2,18.643,18.621,-0.675,0.608,18.298,-0.687,-0.328,-0.323,-0.012,-0.936,0.990,4.805,-1.654,0.720,,,,,,,,True,True,0.70711,0.00000,-0.00000,0.70711,0.00253,0.05947,-0.04057,0.99740,2.29992,0.06809,0.37658
22.135,2,18.216,18.199,-0.532,0.568,18.007,-0.621,-0.459,-0.192,-0.089,-1.028,1.049,4.804,-1.599,0.680,-0.000,-0.000,-0.000,-4.804,1.599,-0.680,5.108,True,True,0.70711,0.00000,-0.00000,0.70711,0.00257,0.05880,-0.04114,0.99742,2.25636,-0.35495,-0.42362
22.156,2,18.101,18.085,-0.493,0.559,17.376,-0.622,-0.423,-0.709,-0.129,-0.982,1.219,4.803,-1.570,0.663,-0.000,-0.000,-0.000,-4.803,1.570,-0.663,5.097,True,True,0.70711,0.00000,-0.00000,0.70711,0.00253,0.05863,-0.04049,0.99746,2.75165,-0.32035,-0.84370
22.177,2,17.873,17.860,-0.424,0.537,16.786,-0.599,-0.391,-1.074,-0.175,-0.928,1.430,4.803,-1.544,0.631,-0.000,-0.000,-0.000,-4.803,1.544,-0.631,5.084,True,True,0.70711,0.00000,-0.00000,0.70711,0.00270,0.05831,-0.04356,0.99734,2.75515,-0.26276,-0.91911
22.239,2,17.615,17.604,-0.346,0.515,17.004,-0.574,-0.423,-0.600,-0.228,-0.938,1.137,4.801,-1.462,0.556,-0.000,-0.000,-0.000,-4.801,1.462,-0.556,5.049,True,True,0.70711,0.00000,-0.00000,0.70711,0.00279,0.05800,-0.04513,0.99729,2.76701,-0.25979,-0.79302
22.260,2,17.615,17.604,-0.346,0.515,17.145,-0.556,-0.425,-0.459,-0.210,-0.940,1.067,4.801,-1.462,0.556,-0.000,-0.000,-0.000,-4.801,1.462,-0.556,5.049,True,True,0.70711,0.00000,-0.00000,0.70711,0.00279,0.05800,-0.04513,0.99729,2.72750,-0.26807,-0.78227
22.280,2,17.382,17.373,-0.278,0.496,17.417,-0.511,-0.489,0.044,-0.233,-0.985,1.013,4.800,-1.429,0.529,-0.000,-0.000,-0.000,-4.800,1.429,-0.529,5.036,True,True,0.70711,0.00000,-0.00000,0.70711,0.00284,0.05777,-0.04618,0.99726,2.69847,-0.26223,-0.64802
22.321,2,17.349,17.340,-0.268,0.493,16.965,-0.433,-0.519,-0.375,-0.164,-1.012,1.092,4.799,-1.388,0.501,-0.000,-0.000,-0.000,-4.799,1.388,-0.501,5.021,True,True,0.70711,0.00000,-0.00000,0.70711,0.00284,0.05773,-0.04630,0.99725,2.62443,-0.25262,-0.72716
