t,gate_idx,range_m,true_bx,true_by,true_bz,cv_bx,cv_by,cv_bz,err_x,err_y,err_z,err_total,true_vx,true_vy,true_vz,cv_vx,cv_vy,cv_vz,verr_x,verr_y,verr_z,verr_total,pnp_ok,reliable,gate_qw,gate_qx,gate_qy,gate_qz,odo_qw,odo_qx,odo_qy,odo_qz,cv_rx,cv_ry,cv_rz
15.454,1,19.237,19.180,1.460,0.159,15.884,1.099,-0.559,-3.296,-0.361,-0.719,3.393,4.495,1.119,1.074,-0.000,-0.000,-0.000,-4.495,-1.119,-1.074,4.755,True,True,0.70711,0.00000,-0.00000,0.70711,0.00244,0.08322,-0.01873,0.99635,-2.40013,-0.22589,0.49906
15.475,1,19.137,19.083,1.434,0.169,16.639,1.283,-0.514,-2.443,-0.151,-0.683,2.542,4.506,1.129,1.050,-0.000,-0.000,-0.000,-4.506,-1.129,-1.050,4.762,True,True,0.70711,0.00000,-0.00000,0.70711,0.00231,0.08228,-0.01752,0.99645,-2.39776,0.00613,0.57250
15.538,1,19.008,18.955,1.400,0.184,16.849,1.266,-0.694,-2.106,-0.135,-0.878,2.286,4.533,1.150,0.974,,,,,,,,True,True,0.70711,0.00000,-0.00000,0.70711,0.00205,0.08093,-0.01498,0.99661,-2.85849,0.00559,0.23139
15.579,1,18.677,18.629,1.313,0.214,16.325,1.135,-0.737,-2.305,-0.178,-0.950,2.499,4.554,1.168,0.916,-0.000,-0.000,-0.000,-4.554,-1.168,-0.916,4.790,True,True,0.70711,0.00000,-0.00000,0.70711,0.00160,0.07797,-0.01084,0.99690,-2.86789,0.07342,0.49275
15.621,1,18.404,18.360,1.242,0.236,15.769,1.026,-0.684,-2.591,-0.215,-0.919,2.758,4.567,1.180,0.885,-0.000,-0.000,-0.000,-4.567,-1.180,-0.885,4.799,True,True,0.70711,0.00000,-0.00000,0.70711,0.00111,0.07559,-0.00583,0.99712,-2.89112,0.09802,0.74837
15.662,1,18.371,18.328,1.233,0.238,16.697,1.064,-0.764,-1.631,-0.170,-1.003,1.922,4.584,1.183,0.839,,,,,,,,True,True,0.70711,0.00000,-0.00000,0.70711,0.00106,0.07533,-0.00542,0.99714,2.89839,-0.15734,-0.17479
15.683,1,18.173,18.133,1.181,0.254,16.739,1.060,-0.823,-1.394,-0.121,-1.077,1.766,4.592,1.185,0.821,-0.000,-0.000,-0.000,-4.592,-1.185,-0.821,4.813,True,True,0.70711,0.00000,-0.00000,0.70711,0.00090,0.07383,-0.00422,0.99726,2.91062,-0.24525,-0.65457
15.704,1,18.056,18.017,1.150,0.261,17.256,1.078,-0.798,-0.762,-0.072,-1.060,1.307,4.600,1.186,0.800,,,,,,,,True,True,0.70711,0.00000,-0.00000,0.70711,0.00081,0.07300,-0.00347,0.99733,2.63912,-0.20830,-0.26275
15.766,1,17.900,17.864,1.109,0.267,17.284,1.057,-0.747,-0.580,-0.052,-1.014,1.170,4.614,1.187,0.751,-0.000,-0.000,-0.000,-4.614,-1.187,-0.751,4.823,True,True,0.70711,0.00000,-0.00000,0.70711,0.00055,0.07192,-0.00070,0.99741,2.44395,-0.21950,-0.36258
15.787,1,17.707,17.673,1.060,0.271,16.971,1.030,-0.729,-0.702,-0.030,-1.000,1.222,4.621,1.187,0.720,-0.000,-0.000,-0.000,-4.621,-1.187,-0.720,4.825,True,True,0.70711,0.00000,-0.00000,0.70711,0.00026,0.07074,0.00251,0.99749,3.01515,-0.21092,-0.35442
15.807,1,17.707,17.673,1.060,0.271,16.882,1.024,-0.725,-0.791,-0.036,-0.996,1.272,4.621,1.187,0.720,1.440,-0.050,-0.020,-3.181,-1.237,-0.740,3.493,True,True,0.70711,0.00000,-0.00000,0.70711,0.00026,0.07074,0.00251,0.99749,2.48831,-0.17402,-0.61617
15.849,1,17.435,17.404,0.990,0.276,16.893,0.942,-0.706,-0.511,-0.048,-0.982,1.108,4.637,1.180,0.670,-0.000,-0.000,-0.000,-4.637,-1.180,-0.670,4.831,True,True,0.70711,0.00000,-0.00000,0.70711,0.00001,0.06927,0.00506,0.99759,2.54377,-0.19581,-0.40524
15.870,1,17.292,17.264,0.954,0.279,16.580,0.922,-0.677,-0.684,-0.033,-0.956,1.176,4.643,1.176,0.648,-0.000,-0.000,-0.000,-4.643,-1.176,-0.648,4.833,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00017,0.06850,0.00703,0.99763,2.24320,-0.19472,-0.30449
15.934,1,17.136,17.109,0.915,0.280,16.306,0.840,-0.635,-0.803,-0.075,-0.915,1.220,4.654,1.164,0.601,-0.000,-0.000,-0.000,-4.654,-1.164,-0.601,4.835,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00031,0.06774,0.00856,0.99767,2.24780,-0.15983,-0.31019
15.955,1,16.932,16.908,0.865,0.281,16.222,0.811,-0.620,-0.685,-0.054,-0.901,1.133,4.659,1.158,0.575,-0.000,-0.000,-0.000,-4.659,-1.158,-0.575,4.835,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00051,0.06683,0.01088,0.99770,2.25182,-0.15366,-0.31345
15.976,1,16.675,16.653,0.801,0.278,16.008,0.793,-0.613,-0.645,-0.008,-0.892,1.100,4.665,1.147,0.548,-0.000,-0.000,-0.000,-4.665,-1.147,-0.548,4.835,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00066,0.06590,0.01243,0.99775,2.19486,-0.17874,-0.48833
16.038,1,16.642,16.621,0.793,0.278,15.814,0.776,-0.658,-0.806,-0.017,-0.937,1.236,4.673,1.132,0.510,-0.000,-0.000,-0.000,-4.673,-1.132,-0.510,4.835,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00070,0.06576,0.01289,0.99775,2.32783,-0.11542,-0.70316
16.058,1,16.432,16.413,0.743,0.281,15.847,0.700,-0.671,-0.566,-0.043,-0.952,1.108,4.678,1.122,0.492,-0.000,-0.000,-0.000,-4.678,-1.122,-0.492,4.835,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00081,0.06493,0.01408,0.99779,2.43175,-0.13656,-0.29415
16.080,1,16.299,16.281,0.711,0.282,15.518,0.695,-0.677,-0.763,-0.016,-0.959,1.226,4.682,1.112,0.478,,,,,,,,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00082,0.06447,0.01396,0.99782,2.42177,-0.14915,-0.77936
16.121,1,16.171,16.154,0.681,0.282,15.900,0.686,-0.678,-0.255,0.005,-0.960,0.993,4.685,1.102,0.459,-0.000,-0.000,-0.000,-4.685,-1.102,-0.459,4.835,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00090,0.06402,0.01506,0.99783,-3.21977,0.09122,-0.28646
16.142,1,15.915,15.901,0.623,0.280,15.800,0.605,-0.737,-0.101,-0.017,-1.017,1.022,4.689,1.089,0.435,-0.000,-0.000,-0.000,-4.689,-1.089,-0.435,4.834,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00107,0.06324,0.01727,0.99785,2.61260,-0.08673,-0.40562
16.183,1,15.882,15.868,0.615,0.279,15.465,0.580,-0.622,-0.403,-0.035,-0.901,0.988,4.695,1.069,0.400,,,,,,,,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00107,0.06316,0.01729,0.99785,-2.75630,0.24164,-0.36278
16.224,1,15.679,15.666,0.569,0.278,14.603,0.536,-0.682,-1.063,-0.033,-0.960,1.433,4.698,1.057,0.382,-0.000,-0.000,-0.000,-4.698,-1.057,-0.382,4.830,True,True,0.70711,0.00000,-0.00000,0.70711,0.00114,-0.06261,-0.01807,-0.99787,2.68438,0.07740,0.65554
16.245,1,15.425,15.414,0.514,0.278,14.590,0.494,-0.545,-0.824,-0.020,-0.823,1.165,4.701,1.042,0.364,-0.000,-0.000,-0.000,-4.701,-1.042,-0.364,4.829,True,True,0.70711,0.00000,-0.00000,0.70711,0.00122,-0.06194,-0.01923,-0.99789,-2.64604,0.19889,-0.35492
16.286,1,15.393,15.382,0.507,0.277,14.301,0.483,-0.531,-1.081,-0.024,-0.808,1.350,4.705,1.023,0.334,3.930,0.580,0.090,-0.775,-0.443,-0.244,0.925,False,True,0.70711,0.00000,-0.00000,0.70711,0.00125,-0.06186,-0.01962,-0.99789,,,
16.307,1,15.393,15.382,0.507,0.277,15.199,0.423,-0.489,-0.182,-0.084,-0.767,0.792,4.705,1.023,0.334,,,,,,,,True,True,0.70711,0.00000,-0.00000,0.70711,0.00125,-0.06186,-0.01962,-0.99789,-2.73508,0.28183,-0.24730
16.349,1,14.947,14.939,0.412,0.274,14.860,0.448,-0.635,-0.079,0.035,-0.909,0.913,4.710,0.992,0.301,-0.000,-0.000,-0.000,-4.710,-0.992,-0.301,4.823,True,True,0.70711,0.00000,-0.00000,0.70711,0.00134,-0.06090,-0.02096,-0.99792,2.38242,-0.09162,-0.86229
16.390,1,14.914,14.906,0.406,0.274,13.816,0.442,-0.764,-1.090,0.036,-1.038,1.505,4.713,0.969,0.271,-0.000,-0.000,-0.000,-4.713,-0.969,-0.271,4.819,True,True,0.70711,0.00000,-0.00000,0.70711,0.00136,-0.06084,-0.02119,-0.99792,2.36105,-0.01123,-1.20633
16.432,1,14.701,14.694,0.363,0.272,13.463,0.435,-0.812,-1.231,0.072,-1.084,1.642,4.715,0.954,0.253,-0.000,-0.000,-0.000,-4.715,-0.954,-0.253,4.817,True,True,0.70711,0.00000,-0.00000,0.70711,0.00146,-0.06043,-0.02287,-0.99791,2.36808,-0.01002,-1.20244
16.453,1,14.567,14.561,0.336,0.272,13.577,0.419,-0.825,-0.984,0.083,-1.097,1.476,4.717,0.939,0.240,-0.000,-0.000,-0.000,-4.717,-0.939,-0.240,4.815,True,True,0.70711,0.00000,-0.00000,0.70711,0.00146,-0.06019,-0.02287,-0.99792,-2.97817,-0.44266,-1.12373
16.476,1,14.434,14.428,0.310,0.272,13.513,0.410,-0.812,-0.915,0.100,-1.084,1.422,4.718,0.923,0.226,6.760,0.440,-1.210,2.042,-0.483,-1.436,2.543,True,True,0.70711,0.00000,-0.00000,0.70711,0.00147,-0.05995,-0.02307,-0.99793,2.33958,0.15627,-0.80847
16.517,1,14.168,14.163,0.260,0.271,13.569,0.428,-0.786,-0.594,0.168,-1.057,1.224,4.720,0.905,0.206,-0.000,-0.000,-0.000,-4.720,-0.905,-0.206,4.810,True,True,0.70711,0.00000,-0.00000,0.70711,0.00160,-0.05952,-0.02520,-0.99791,-3.00979,-0.43892,-0.91741
16.558,1,14.135,14.130,0.254,0.270,13.342,0.332,-0.837,-0.788,0.079,-1.107,1.361,4.722,0.880,0.182,-0.000,-0.000,-0.000,-4.722,-0.880,-0.182,4.806,True,True,0.70711,0.00000,-0.00000,0.70711,0.00161,-0.05947,-0.02541,-0.99791,2.44162,0.15373,-0.82556
16.579,1,13.939,13.934,0.218,0.270,13.314,0.297,-0.818,-0.620,0.079,-1.088,1.255,4.723,0.863,0.165,-0.000,-0.000,-0.000,-4.723,-0.863,-0.165,4.804,True,True,0.70711,0.00000,-0.00000,0.70711,0.00171,-0.05919,-0.02712,-0.99788,2.41862,0.13803,-0.71086
16.620,1,13.682,13.678,0.172,0.270,13.168,0.255,-0.799,-0.510,0.083,-1.069,1.187,4.724,0.842,0.151,-0.000,-0.000,-0.000,-4.724,-0.842,-0.151,4.801,True,True,0.70711,0.00000,-0.00000,0.70711,0.00172,-0.05886,-0.02735,-0.99789,2.39410,0.16633,-0.67006
16.661,1,13.649,13.645,0.167,0.270,12.962,0.204,-0.797,-0.683,0.037,-1.067,1.267,4.725,0.815,0.128,-0.000,-0.000,-0.000,-4.725,-0.815,-0.128,4.797,True,True,0.70711,0.00000,-0.00000,0.70711,0.00173,-0.05881,-0.02758,-0.99789,2.46332,0.15077,-0.61069
16.682,1,13.450,13.447,0.134,0.270,12.992,0.215,-0.777,-0.455,0.082,-1.047,1.145,4.726,0.798,0.113,-0.000,-0.000,-0.000,-4.726,-0.798,-0.113,4.794,True,True,0.70711,0.00000,-0.00000,0.70711,0.00184,-0.05858,-0.02957,-0.99784,2.91565,0.39355,0.62258
16.723,1,13.202,13.199,0.092,0.272,12.747,0.128,-0.779,-0.452,0.036,-1.050,1.144,4.727,0.776,0.102,-0.000,-0.000,-0.000,-4.727,-0.776,-0.102,4.791,True,True,0.70711,0.00000,-0.00000,0.70711,0.00181,-0.05831,-0.02911,-0.99787,2.54540,0.16074,-0.67860
16.765,1,13.169,13.166,0.087,0.272,12.499,0.086,-0.778,-0.668,-0.001,-1.050,1.245,4.727,0.746,0.080,-0.000,-0.000,-0.000,-4.727,-0.746,-0.080,4.787,True,True,0.70711,0.00000,-0.00000,0.70711,0.00182,-0.05828,-0.02925,-0.99787,2.54597,0.14988,-0.62880
16.806,1,12.950,12.947,0.053,0.273,12.446,0.074,-0.778,-0.501,0.021,-1.051,1.165,4.728,0.715,0.061,-0.260,0.230,-0.030,-4.988,-0.485,-0.091,5.013,True,True,0.70711,0.00000,-0.00000,0.70711,0.00185,-0.05807,-0.02988,-0.99786,2.53975,0.17434,-0.61328
16.869,1,12.731,12.728,0.020,0.275,12.205,0.044,-0.780,-0.523,0.025,-1.055,1.178,4.729,0.685,0.047,-0.000,-0.000,-0.000,-4.729,-0.685,-0.047,4.778,True,True,0.70711,0.00000,-0.00000,0.70711,0.00182,-0.05788,-0.02964,-0.99788,2.49041,0.16233,-0.52560
16.910,1,12.509,12.506,-0.013,0.277,12.062,0.007,-0.792,-0.444,0.020,-1.069,1.158,4.729,0.654,0.030,-0.000,-0.000,-0.000,-4.729,-0.654,-0.030,4.774,True,True,0.70711,0.00000,-0.00000,0.70711,0.00181,-0.05770,-0.02956,-0.99789,2.47081,0.10229,-0.43772
16.931,1,12.509,12.506,-0.013,0.277,12.046,-0.018,-0.820,-0.460,-0.005,-1.097,1.190,4.729,0.654,0.030,-0.580,0.650,0.940,-5.309,-0.004,0.910,5.387,True,True,0.70711,0.00000,-0.00000,0.70711,0.00181,-0.05770,-0.02956,-0.99789,2.57748,0.15997,-0.30132
16.992,1,11.994,11.991,-0.082,0.283,11.841,-0.069,-0.865,-0.149,0.013,-1.148,1.158,4.729,0.595,-0.004,-0.000,-0.000,-0.000,-4.729,-0.595,0.004,4.767,True,True,0.70711,0.00000,-0.00000,0.70711,0.00180,-0.05736,-0.02979,-0.99791,2.54687,0.18600,-0.02306
17.034,1,11.856,11.852,-0.099,0.285,11.522,-0.109,-0.864,-0.330,-0.009,-1.149,1.195,4.729,0.572,-0.017,-0.000,-0.000,-0.000,-4.729,-0.572,0.017,4.764,True,True,0.70711,0.00000,-0.00000,0.70711,0.00180,-0.05728,-0.02988,-0.99791,2.55640,0.17147,0.14111
17.055,1,11.695,11.691,-0.119,0.288,11.323,-0.137,-0.831,-0.368,-0.019,-1.119,1.178,4.729,0.554,-0.028,9.550,1.470,-2.420,4.821,0.916,-2.392,5.459,True,True,0.70711,0.00000,-0.00000,0.70711,0.00181,-0.05718,-0.02999,-0.99791,3.09105,0.11306,-0.45279
17.078,1,11.563,11.559,-0.134,0.290,11.048,-0.177,-0.799,-0.511,-0.043,-1.089,1.204,4.729,0.540,-0.035,6.310,0.980,-0.110,1.581,0.440,-0.075,1.643,True,True,0.70711,0.00000,-0.00000,0.70711,0.00179,-0.05710,-0.02987,-0.99792,3.11691,0.11776,-0.42610
17.122,1,11.452,11.447,-0.147,0.292,10.698,-0.214,-0.773,-0.750,-0.067,-1.066,1.305,4.729,0.520,-0.046,-0.000,-0.000,-0.000,-4.729,-0.520,0.046,4.758,True,True,0.70711,0.00000,-0.00000,0.70711,0.00179,-0.05704,-0.02986,-0.99792,3.16693,0.08315,-0.45302
17.142,1,11.182,11.177,-0.176,0.298,10.454,-0.205,-0.819,-0.723,-0.029,-1.117,1.331,4.729,0.498,-0.057,-0.000,-0.000,-0.000,-4.729,-0.498,0.057,4.756,True,True,0.70711,0.00000,-0.00000,0.70711,0.00178,-0.05690,-0.02991,-0.99793,2.38076,0.18788,0.36115
17.204,1,11.150,11.144,-0.179,0.299,10.459,-0.220,-0.755,-0.685,-0.041,-1.054,1.257,4.729,0.468,-0.074,-0.000,-0.000,-0.000,-4.729,-0.468,0.074,4.752,True,True,0.70711,0.00000,-0.00000,0.70711,0.00178,-0.05689,-0.02985,-0.99793,3.17392,0.02846,-0.30283
17.225,1,10.922,10.916,-0.202,0.305,10.513,-0.224,-0.739,-0.403,-0.022,-1.043,1.119,4.729,0.449,-0.083,-0.000,-0.000,-0.000,-4.729,-0.449,0.083,4.751,True,True,0.70711,0.00000,-0.00000,0.70711,0.00178,-0.05679,-0.02990,-0.99794,3.15834,0.02116,-0.24774
17.245,1,10.791,10.785,-0.214,0.308,10.196,-0.260,-0.716,-0.589,-0.046,-1.023,1.182,4.728,0.432,-0.089,-0.000,-0.000,-0.000,-4.728,-0.432,0.089,4.749,True,True,0.70711,0.00000,-0.00000,0.70711,0.00175,-0.05673,-0.02961,-0.99795,3.19086,0.00751,-0.39037
17.286,1,10.528,10.520,-0.238,0.315,10.283,-0.260,-0.729,-0.238,-0.022,-1.044,1.071,4.728,0.410,-0.098,-0.000,-0.000,-0.000,-4.728,-0.410,0.098,4.747,True,True,0.70711,0.00000,-0.00000,0.70711,0.00174,-0.05663,-0.02952,-0.99796,3.08578,0.02910,-0.24325
17.328,1,10.495,10.488,-0.241,0.316,9.856,-0.289,-0.681,-0.631,-0.048,-0.997,1.181,4.727,0.382,-0.113,-0.000,-0.000,-0.000,-4.727,-0.382,0.113,4.744,True,True,0.70711,0.00000,-0.00000,0.70711,0.00174,-0.05662,-0.02946,-0.99796,3.24800,-0.04664,-0.43236
17.391,1,10.277,10.269,-0.259,0.322,9.876,-0.294,-0.693,-0.393,-0.035,-1.016,1.090,4.727,0.351,-0.126,-0.000,-0.000,-0.000,-4.727,-0.351,0.126,4.741,True,True,0.70711,0.00000,-0.00000,0.70711,0.00172,-0.05655,-0.02930,-0.99797,3.19646,-0.00123,-0.29425
17.433,1,10.040,10.031,-0.277,0.330,9.632,-0.315,-0.675,-0.399,-0.038,-1.005,1.082,4.726,0.322,-0.135,-0.000,-0.000,-0.000,-4.726,-0.322,0.135,4.739,True,True,0.70711,0.00000,-0.00000,0.70711,0.00170,-0.05648,-0.02896,-0.99798,3.20842,-0.00637,-0.31418
17.454,1,9.809,9.798,-0.294,0.337,9.541,-0.319,-0.679,-0.257,-0.025,-1.016,1.048,4.726,0.318,-0.136,1.330,-0.030,0.290,-3.396,-0.348,0.426,3.440,True,True,0.70711,0.00000,-0.00000,0.70711,0.00163,-0.05642,-0.02788,-0.99802,3.19677,0.00444,-0.23046
17.496,1,9.666,9.655,-0.303,0.341,8.845,-0.443,-0.692,-0.810,-0.140,-1.033,1.321,4.725,0.289,-0.148,-0.000,-0.000,-0.000,-4.725,-0.289,0.148,4.736,True,True,0.70711,0.00000,-0.00000,0.70711,0.00159,-0.05639,-0.02733,-0.99803,3.44475,0.09806,-0.24174
17.517,1,9.536,9.525,-0.311,0.346,8.931,-0.400,-0.656,-0.594,-0.089,-1.002,1.168,4.725,0.272,-0.156,-0.000,-0.000,-0.000,-4.725,-0.272,0.156,4.735,True,True,0.70711,0.00000,-0.00000,0.70711,0.00160,-0.05636,-0.02752,-0.99803,3.15908,0.04306,-0.36555
17.538,1,9.403,9.391,-0.319,0.351,8.953,-0.390,-0.649,-0.438,-0.071,-1.000,1.094,4.725,0.257,-0.164,-0.230,0.000,0.080,-4.955,-0.257,0.244,4.967,True,True,0.70711,0.00000,-0.00000,0.70711,0.00160,-0.05633,-0.02764,-0.99803,3.21849,-0.01149,-0.19217
17.600,1,9.242,9.229,-0.328,0.357,8.717,-0.417,-0.632,-0.512,-0.090,-0.989,1.117,4.724,0.228,-0.177,-0.000,-0.000,-0.000,-4.724,-0.228,0.177,4.733,True,True,0.70711,0.00000,-0.00000,0.70711,0.00156,-0.05630,-0.02700,-0.99805,3.19827,0.09718,-0.22254
17.621,1,9.035,9.021,-0.338,0.365,8.691,-0.422,-0.646,-0.329,-0.084,-1.012,1.067,4.723,0.212,-0.183,-2.280,-0.200,1.290,-7.003,-0.412,1.473,7.168,True,True,0.70711,0.00000,-0.00000,0.70711,0.00155,-0.05626,-0.02688,-0.99805,3.11827,0.10160,-0.24019
17.642,1,8.900,8.886,-0.345,0.370,8.601,-0.409,-0.679,-0.285,-0.065,-1.049,1.089,4.723,0.198,-0.188,4.920,-1.320,1.410,0.197,-1.518,1.598,2.213,True,True,0.70711,0.00000,-0.00000,0.70711,0.00151,-0.05623,-0.02621,-0.99807,2.63779,0.08987,-0.26196
17.683,1,8.645,8.629,-0.356,0.381,8.350,-0.394,-0.706,-0.279,-0.038,-1.087,1.123,4.722,0.181,-0.194,-0.000,-0.000,-0.000,-4.722,-0.181,0.194,4.730,True,True,0.70711,0.00000,-0.00000,0.70711,0.00145,-0.05619,-0.02514,-0.99810,2.56115,0.06541,-0.31012
17.747,1,8.612,8.596,-0.357,0.382,8.166,-0.403,-0.702,-0.430,-0.046,-1.084,1.167,4.722,0.157,-0.205,-0.000,-0.000,-0.000,-4.722,-0.157,0.205,4.729,True,True,0.70711,0.00000,-0.00000,0.70711,0.00145,-0.05619,-0.02509,-0.99810,2.59052,0.05811,-0.28570
17.767,1,8.395,8.378,-0.365,0.392,6.956,-0.394,-0.596,-1.421,-0.029,-0.988,1.731,4.721,0.143,-0.211,-0.000,-0.000,-0.000,-4.721,-0.143,0.211,4.728,True,True,0.70711,0.00000,-0.00000,0.70711,0.00143,-0.05616,-0.02491,-0.99811,2.16743,0.21498,-0.54539
17.788,1,8.267,8.249,-0.369,0.397,6.644,-0.401,-0.573,-1.606,-0.032,-0.970,1.876,4.721,0.130,-0.215,-0.000,-0.000,-0.000,-4.721,-0.130,0.215,4.727,True,True,0.70711,0.00000,-0.00000,0.70711,0.00139,-0.05614,-0.02426,-0.99813,2.23450,0.10176,-0.47290
17.809,1,8.144,8.126,-0.373,0.403,7.621,-0.382,-0.282,-0.505,-0.009,-0.685,0.851,4.720,0.117,-0.220,1.900,0.020,0.080,-2.820,-0.097,0.300,2.838,False,True,0.70711,0.00000,-0.00000,0.70711,0.00136,-0.05613,-0.02368,-0.99814,,,
17.853,1,7.878,7.858,-0.380,0.415,6.042,-0.387,-0.517,-1.816,-0.007,-0.932,2.041,4.720,0.101,-0.227,-0.000,-0.000,-0.000,-4.720,-0.101,0.227,4.726,True,True,0.70711,0.00000,-0.00000,0.70711,0.00131,-0.05610,-0.02296,-0.99816,2.24133,0.10513,-0.55780
17.915,1,7.845,7.825,-0.381,0.417,7.276,-0.386,-0.280,-0.549,-0.006,-0.697,0.887,4.718,0.071,-0.241,2.480,-0.020,0.050,-2.238,-0.091,0.291,2.259,False,True,0.70711,0.00000,-0.00000,0.70711,0.00131,-0.05610,-0.02283,-0.99816,,,
17.940,1,7.542,7.519,-0.386,0.432,5.735,-0.324,-0.393,-1.784,0.062,-0.826,1.967,4.718,0.055,-0.247,,,,,,,,True,True,0.70711,0.00000,-0.00000,0.70711,0.00128,-0.05607,-0.02250,-0.99817,-2.75740,-0.25442,-0.79934
17.982,1,7.249,7.224,-0.391,0.447,5.333,-0.320,-0.357,-1.892,0.071,-0.804,2.057,4.717,0.041,-0.251,-0.000,-0.000,-0.000,-4.717,-0.041,0.251,4.724,True,True,0.70711,0.00000,-0.00000,0.70711,0.00116,-0.05605,-0.02041,-0.99822,-2.71792,-0.20744,-0.81790
18.023,1,7.216,7.192,-0.391,0.448,5.102,-0.291,-0.325,-2.090,0.101,-0.774,2.231,4.716,0.023,-0.260,10.530,-2.110,-1.820,5.814,-2.133,-1.560,6.386,True,True,0.70711,0.00000,-0.00000,0.70711,0.00116,-0.05604,-0.02034,-0.99822,-2.70604,-0.00971,-1.07508
18.064,1,7.002,6.976,-0.393,0.460,4.840,-0.251,-0.287,-2.136,0.142,-0.748,2.267,4.716,0.011,-0.265,-0.000,-0.000,-0.000,-4.716,-0.011,0.265,4.723,True,True,0.70711,0.00000,-0.00000,0.70711,0.00116,-0.05603,-0.02036,-0.99822,-2.68511,0.01045,-1.10006
18.086,1,6.876,6.849,-0.394,0.467,6.599,-0.409,-0.328,-0.250,-0.015,-0.795,0.834,4.715,0.000,-0.269,1.720,0.070,0.070,-2.995,0.070,0.339,3.015,False,True,0.70711,0.00000,-0.00000,0.70711,0.00113,-0.05602,-0.01980,-0.99823,,,
18.113,1,6.876,6.849,-0.394,0.467,4.528,-0.224,-0.268,-2.321,0.170,-0.735,2.440,4.715,0.000,-0.269,,,,,,,,True,True,0.70711,0.00000,-0.00000,0.70711,0.00113,-0.05602,-0.01980,-0.99823,-2.67582,0.06255,-1.12230
18.159,1,6.584,6.555,-0.394,0.484,4.578,-0.228,-0.275,-1.977,0.166,-0.759,2.124,4.714,-0.028,-0.282,-3.730,0.340,0.560,-8.444,0.368,0.842,8.494,True,True,0.70711,0.00000,-0.00000,0.70711,0.00107,-0.05601,-0.01889,-0.99825,-2.56017,-0.30781,-1.16436
18.202,1,6.387,6.355,-0.394,0.495,4.763,-0.263,-0.293,-1.592,0.131,-0.788,1.781,4.714,-0.038,-0.287,-0.000,-0.000,-0.000,-4.714,0.038,0.287,4.723,True,True,0.70711,0.00000,-0.00000,0.70711,0.00102,-0.05600,-0.01788,-0.99827,-2.60694,-0.28950,-1.23581
18.223,1,6.263,6.230,-0.394,0.502,5.564,-0.312,-0.415,-0.666,0.081,-0.917,1.136,4.713,-0.047,-0.291,-0.000,-0.000,-0.000,-4.713,0.047,0.291,4.722,True,True,0.70711,0.00000,-0.00000,0.70711,0.00098,-0.05600,-0.01727,-0.99828,3.03017,0.06883,0.34068
18.244,1,6.011,5.976,-0.392,0.517,5.688,-0.319,-0.435,-0.287,0.073,-0.952,0.997,4.713,-0.057,-0.296,4.190,-0.340,-0.570,-0.523,-0.283,-0.274,0.655,True,True,0.70711,0.00000,-0.00000,0.70711,0.00094,-0.05599,-0.01656,-0.99829,3.03000,0.06315,0.39595
18.289,1,5.979,5.943,-0.391,0.519,5.069,-0.354,-0.352,-0.875,0.038,-0.871,1.235,4.712,-0.071,-0.302,,,,,,,,True,True,0.70711,0.00000,-0.00000,0.70711,0.00094,-0.05599,-0.01655,-0.99829,2.35447,-0.08152,-1.15335
18.310,1,5.979,5.943,-0.391,0.519,4.383,-0.378,-0.261,-1.560,0.013,-0.780,1.744,4.712,-0.071,-0.302,1.410,-0.350,0.040,-3.302,-0.279,0.342,3.331,True,True,0.70711,0.00000,-0.00000,0.70711,0.00094,-0.05599,-0.01655,-0.99829,2.33759,-0.07255,-1.13158
18.351,1,5.646,5.607,-0.387,0.540,5.262,-0.423,-0.377,-0.346,-0.036,-0.917,0.981,4.711,-0.089,-0.310,1.610,0.010,-0.030,-3.101,0.099,0.280,3.115,False,True,0.70711,0.00000,-0.00000,0.70711,0.00089,-0.05598,-0.01570,-0.99831,,,
18.372,1,5.390,5.348,-0.383,0.557,5.156,-0.421,-0.382,-0.192,-0.039,-0.939,0.959,4.711,-0.099,-0.315,3.170,-0.060,0.150,-1.541,0.039,0.465,1.610,False,True,0.70711,0.00000,-0.00000,0.70711,0.00084,-0.05597,-0.01493,-0.99832,,,
18.434,1,5.358,5.315,-0.382,0.559,4.892,-0.417,-0.394,-0.423,-0.035,-0.953,1.043,4.710,-0.112,-0.322,2.060,-0.030,0.100,-2.650,0.082,0.422,2.685,False,True,0.70711,0.00000,-0.00000,0.70711,0.00084,-0.05597,-0.01478,-0.99832,,,
18.454,1,5.144,5.098,-0.378,0.573,4.801,-0.413,-0.398,-0.297,-0.035,-0.972,1.017,4.709,-0.120,-0.326,0.900,-0.040,0.040,-3.809,0.080,0.366,3.828,False,True,0.70711,0.00000,-0.00000,0.70711,0.00080,-0.05597,-0.01422,-0.99833,,,
